"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
0003-01-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-02-20,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-03-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-04-20,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-05-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-06-20,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-07-20,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-08-20,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-09-20,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-10-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-11-20,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-01-20,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-02-20,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-03-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-04-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-05-20,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-06-20,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-07-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-08-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-09-20,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-10-20,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-11-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0004-12-20,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,77,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,84,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,80,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-01-20,74,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-02-20,87,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-03-20,74,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-04-20,74,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-05-20,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-06-20,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-07-20,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-08-20,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-09-20,67,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-10-20,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-11-20,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0005-12-20,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,19,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-01-20,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-02-20,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-03-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-04-20,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-05-20,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-06-20,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-07-20,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-08-20,77,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-09-20,80,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-10-20,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-11-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0006-12-20,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,100,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,22,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-01-20,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-02-20,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-03-20,71,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-04-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-05-20,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-06-20,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-07-20,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-08-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-09-20,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-10-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-11-20,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0007-12-20,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,74,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-01-20,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-02-20,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-03-20,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-04-20,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-05-20,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-06-20,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-07-20,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-08-20,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-09-20,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-10-20,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-11-20,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0008-12-20,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-01-20,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-02-20,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-03-20,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-04-20,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-05-20,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-06-20,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-07-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-08-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0009-09-20,16,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,18,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-01-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-02-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-03-20,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-04-20,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-05-20,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-06-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-07-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-08-20,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-09-20,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-10-20,16,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-11-20,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0010-12-20,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,20,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,21,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
0003-01-20,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-05-20,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-06-20,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-07-20,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-08-20,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-09-20,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-10-20,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-11-20,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0003-12-20,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-01-20,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-03-20,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-04-20,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-05-20,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-06-20,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-07-20,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-08-20,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-09-20,34,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-10-20,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-11-20,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0004-12-20,64,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,84,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,64,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,77,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,74,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,39,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-01-20,80,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-02-20,87,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-03-20,84,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-04-20,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-05-20,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-06-20,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-07-20,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-08-20,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-09-20,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-10-20,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-11-20,80,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0005-12-20,64,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,58,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,26,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,27,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,23,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,22,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,28,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-01-20,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-02-20,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-03-20,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-04-20,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-05-20,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-06-20,71,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-07-20,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-08-20,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-09-20,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-10-20,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-11-20,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0006-12-20,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,34,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,33,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,27,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,20,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,22,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,25,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,27,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
0007-01-20,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
